,Surname,EstimatedSalary,Exited
2949,Newsom,97577.17,0
2950,Genovese,48990.5,0
2951,Thorpe,140262.96,1
2952,Horton,130189.53,0
2953,Williamson,16301.91,0
2954,Shoobridge,126962.41,0
2955,Peng,158750.53,0
2956,Gray,199644.2,0
2957,Watson,144272.71,1
2958,Fyodorova,98320.27,0
2959,Bazhenov,64129.03,0
2960,Solomon,181221.09,0
2961,Layh,163809.08,0
2962,John,171457.06,1
2963,Tuan,15801.02,0
2964,Slattery,102950.79,0
2965,Onyekachi,174918.46,0
2966,Genovese,193160.25,1
2967,Daniels,5831.0,1
2968,Caldwell,82298.59,0
2969,Chiemenam,130686.59,0
2970,Wanliss,52885.23,1
2971,Bruce,68985.99,0
2972,Wright,35367.19,0
2973,Fang,196241.94,1
2974,Eames,170705.53,0
2975,Sutherland,126477.41,0
2976,Cavenagh,159618.17,0
2977,Dumetolisa,195395.33,1
2978,Mackay,168285.85,0
2979,Dellucci,138052.51,0
2980,Kenyon,71179.31,0
2981,Parry,55556.3,0
2982,Kennedy,31705.19,0
2983,Arnott,186118.93,0
2984,Hanson,195580.28,0
2985,T'ao,54113.38,0
2986,Shen,127528.84,0
2987,Steere,60231.74,1
2988,Abbott,156878.42,1
2989,Sutherland,182784.11,1
2990,Thurgood,129690.5,0
2991,Johnson,113860.81,0
2992,Lung,184524.74,0
2993,Cocci,36124.98,0
2994,Matveyeva,121316.07,0
2995,Moore,185630.76,0
2996,Yobachukwu,71133.12,0
2997,Fleming,32020.42,0
2998,Dickinson,162760.96,0
2999,Evseyev,175178.56,0
3000,Aksenov,177099.71,0
3001,Fleming,66406.37,0
3002,Ulyanov,59559.81,0
3003,Summers,175750.21,0
3004,Clements,174311.3,0
3005,Kazakova,171716.81,0
3006,Pirozzi,189362.39,1
3007,Jamieson,180716.1,1
3008,Ferri,116977.89,0
3009,Mai,185105.44,0
3010,Hannaford,35046.97,1
3011,Fomin,36251.0,0
3012,Mahon,103174.5,0
3013,Shaw,122642.09,0
3014,Volkova,122937.57,0
3015,Miles,8757.39,0
3016,Madison,125782.29,0
3017,Scott,122487.73,0
3018,Voss,20066.38,0
3019,Colebatch,55473.15,0
3020,Wilson,38962.94,0
3021,T'ang,63795.8,0
3022,Gibson,163060.43,0
3023,Hs?eh,26578.69,0
3024,Pan,5066.76,0
3025,Chikelu,140497.67,0
3026,Allan,146156.98,0
3027,Yefremova,199316.19,0
3028,Chuang,103944.37,0
3029,Fan,138021.36,0
3030,Dellucci,68621.98,0
3031,Garran,28149.06,0
3032,Moretti,135169.76,1
3033,Yao,116537.96,0
3034,Lucchesi,105922.69,0
3035,Nkemdilim,88211.12,1
3036,Anderson,26900.63,0
3037,Sagese,3494.02,0
3038,Rubensohn,113163.17,0
3039,Baldwin,19324.5,0
3040,Iqbal,189678.7,0
3041,Monaldo,26387.71,0
3042,Mahon,106276.55,0
3043,Muir,45015.38,0
3044,Burns,173495.77,0
3045,Dyer,52581.96,0
3046,Lyons,146339.27,1
3047,H?,182609.97,0
3048,Gardiner,197890.65,0
3049,Cameron,6225.63,0
3050,Chapman,123977.86,1
3051,Taylor,170195.4,0
3052,Namatjira,114190.3,0
3053,He,27022.57,0
3054,Leibius,59457.0,0
3055,White,165038.41,0
3056,Wall,154181.41,0
3057,Moretti,134960.98,0
3058,Patterson,65708.5,0
3059,Coppin,117374.22,0
3060,Tsao,77703.19,0
3061,Kao,177651.38,0
3062,Stewart,60954.45,0
3063,Tuan,151924.9,0
3064,Barnes,26318.73,0
3065,Sun,147557.71,0
3066,Fallaci,125918.17,0
3067,Buccho,190803.37,0
3068,Tien,11043.54,0
3069,Pirozzi,119100.05,1
3070,Liu,140579.17,0
3071,Long,37731.95,0
3072,Scott,1852.58,0
3073,Gerasimova,172049.84,0
3074,Ifeatu,133591.11,1
3075,De Luca,192751.18,0
3076,Ogbonnaya,193828.27,0
3077,Humffray,55775.72,0
3078,Degtyaryov,102280.29,0
3079,Monaldo,44965.44,0
3080,Cawthorne,170661.02,0
3081,Graham,197145.89,0
3082,Carpenter,192359.9,1
3083,Kambinachi,141210.18,1
3084,Tyler,100557.03,0
3085,Martin,130805.54,1
3086,Walker,92606.98,0
3087,Khan,123956.83,0
3088,Iroawuchi,102758.43,0
3089,Summers,94876.65,0
3090,Bottrill,94811.85,1
3091,Hu,67840.81,0
3092,Jones,4050.57,0
3093,Vincent,134665.25,0
3094,Sanford,181647.13,0
3095,Brown,33282.84,0
3096,Lei,27965.0,1
3097,Toscani,68343.53,0
3098,Chien,198161.07,0
3099,Uchenna,196858.4,0
3100,Lori,120511.03,0
3101,Fanucci,30886.35,0
3102,Chimaobim,2743.69,0
3103,Jowers,167778.62,0
3104,Miller,132404.64,0
3105,Kirsova,144423.17,1
3106,T'ien,181204.5,0
3107,Ku,182726.22,1
3108,Chin,120880.72,0
3109,Law,26812.89,1
3110,Chung,66732.63,1
3111,Cockrum,100834.22,0
3112,Greaves,107815.31,1
3113,Grant,34665.79,0
3114,O'Donnell,147093.84,1
3115,Maclean,36942.35,0
3116,Hsieh,16460.77,0
3117,Hs?,45610.63,0
3118,Mazzanti,184954.11,0
3119,Chiu,47795.43,1
3120,Reeves,196789.9,0
3121,Castiglione,173425.68,0
3122,Ferguson,36221.18,0
3123,Nnamdi,174738.2,0
3124,Wu,67131.3,1
3125,Chu,165692.03,0
3126,King,194691.95,0
3127,Charlton,129525.5,1
3128,Marsh,146511.2,0
3129,Walker,51752.18,0
3130,Chang,35418.69,1
3131,Pottinger,57995.74,0
3132,Buckley,108152.75,0
3133,Folliero,166144.98,0
3134,Olisanugo,101737.8,0
3135,Kent,33326.71,0
3136,Jessop,81140.09,0
3137,Hodge,140173.17,1
3138,Ignatiev,166513.49,1
3139,Chambers,103232.6,0
3140,Mansom,120736.04,0
3141,Yen,15832.43,1
3142,Azikiwe,188772.45,0
3143,Allen,114323.66,0
3144,Komarova,181534.04,0
3145,Mackay,102640.52,1
3146,Yu,158585.17,1
3147,Curtis,178722.24,0
3148,Fang,153955.38,1
3149,Page,65374.86,0
3150,Olisaemeka,102986.15,0
3151,Brennan,136643.84,0
3152,Sutton,77063.63,1
3153,Hyde,9633.01,0
3154,Nkemakolam,43496.36,0
3155,Chimaijem,24267.28,0
3156,Sung,59354.24,1
3157,Chiganu,28269.86,0
3158,Beneventi,143162.34,0
3159,Esposito,20199.3,0
3160,Owen,48606.92,0
3161,Smalley,89013.67,0
3162,Hsiung,59890.29,0
3163,Ch'ang,106655.88,1
3164,Barton,156439.56,0
3165,Lucchese,24176.44,0
3166,Hsia,43507.1,1
3167,Pope,132005.85,1
3168,Horrocks,80496.71,1
3169,Tai,88947.56,0
3170,Chikezie,12639.67,1
3171,Frye,94248.16,1
3172,Toscani,11865.76,0
3173,Mellor,141449.86,0
3174,Kang,149457.81,0
3175,Sutherland,119814.25,1
3176,Hs?,24924.92,0
3177,Ting,139481.53,0
3178,Chuang,41268.65,0
3179,Chu,1351.41,0
3180,Ozoemena,147489.76,1
3181,Howells,111175.09,0
3182,Lucchese,95963.14,0
3183,Nnonso,43128.95,0
3184,Gerasimova,137674.96,1
3185,Woronoff,153383.54,1
3186,Wilhelm,96660.76,0
3187,Nebechukwu,115818.16,0
3188,Anenechukwu,37898.5,0
3189,Meredith,145222.93,0
3190,Chinomso,41219.09,0
3191,Stephenson,59249.83,0
3192,Chimaoke,116747.62,0
3193,Winters,116249.72,1
3194,Napolitani,61257.83,0
3195,L?,141798.98,0
3196,Williams,102638.35,0
3197,Giles,13210.56,0
3198,Wang,35550.97,0
3199,Robertson,104469.06,1
3200,Murray,142935.83,0
3201,Greco,195486.28,0
3202,Marchesi,63170.0,0
3203,Chao,58320.06,0
3204,Hawthorn,177747.03,1
3205,Bibi,19632.64,1
3206,Hawdon,18424.24,1
3207,Moss,18897.78,0
3208,Briggs,97879.02,0
3209,McIntyre,63197.88,0
3210,Russo,75860.01,0
3211,Ballard,78622.46,0
3212,Hs?,23598.23,1
3213,Pisani,13460.27,0
3214,Tao,19998.31,0
3215,Thomson,185075.63,0
3216,Hsu,135815.38,0
3217,Morrison,44251.33,0
3218,Joslin,136349.55,0
3219,Scott,52693.99,0
3220,Bidwill,93767.03,0
3221,Cameron,197866.55,0
3222,Cartwright,126812.85,0
3223,Yao,79503.05,0
3224,Tate,129936.53,1
3225,Neal,175094.62,0
3226,Yao,130379.5,0
3227,Burns,153228.0,0
3228,Onyinyechukwuka,111285.85,0
3229,Fulks,49553.38,1
3230,Christie,98015.85,0
3231,Lloyd,88481.32,0
3232,Ball,66879.27,0
3233,Genovesi,24802.77,0
3234,Alexander,21312.16,1
3235,Siciliano,190263.78,0
3236,Ositadimma,72873.33,0
3237,Kazantsev,57764.65,0
3238,Giles,110273.84,1
3239,Hao,55500.17,0
3240,Martin,57541.08,1
3241,Hartley,90384.26,0
3242,Allan,120694.35,0
3243,Dolgorukova,178028.96,0
3244,Nnamdi,180990.29,0
3245,Romano,155407.21,1
3246,Chuang,33676.48,1
3247,Owen,89666.28,0
3248,Singh,127558.26,0
3249,Nwagugheuzo,77272.62,0
3250,Shipton,107665.68,1
3251,Paterson,184044.8,1
3252,Rivas,91510.71,0
3253,Lung,87363.56,0
3254,Allan,117505.07,1
3255,Fetherstonhaugh,180626.68,0
3256,Lung,93478.96,0
3257,Davidson,114672.64,0
3258,Mai,13387.88,0
3259,Dellucci,173240.52,0
3260,Mitchell,27557.18,1
3261,Sun,5552.37,0
3262,Napolitano,88307.87,1
3263,Bailey,33879.26,1
3264,Hoolan,181429.87,0
3265,Kent,102655.31,0
3266,Chou,96555.42,0
3267,Pepper,189366.03,0
3268,Abramowitz,12847.61,1
3269,Lord,143433.33,0
3270,Wilson,183983.82,0
3271,Abazu,169137.24,0
3272,Harriman,163365.85,1
3273,Frankland,123181.44,1
3274,Pinto,16447.6,1
3275,Kwemtochukwu,173948.4,0
3276,Chiu,192154.66,0
3277,Yu,198224.38,0
3278,Onyekachukwu,67202.74,0
3279,Castiglione,68789.93,0
3280,To Rot,147964.99,1
3281,Anenechukwu,161069.73,0
3282,Henderson,127749.61,0
3283,Ellis,191914.37,0
3284,Nkemdirim,185791.9,0
3285,Kang,184570.04,1
3286,Lear,130446.65,0
3287,Jamieson,82867.55,0
3288,Mazzanti,187632.22,0
3289,Marino,56759.79,0
3290,Winter,34180.33,0
3291,T'ien,158545.25,0
3292,Hughes-Jones,182337.98,0
3293,Cody,84175.34,0
3294,Hunt,22197.8,1
3295,Estrada,189641.11,0
3296,Dickinson,154491.39,0
3297,Fanucci,90020.74,0
3298,Yang,197264.35,0
3299,Forbes,31933.06,0
3300,Heard,8755.69,1
3301,Efremova,52820.13,0
3302,Morphett,20008.46,0
3303,Lenhardt,34607.14,1
3304,Burns,177384.45,0
3305,Ch'ien,165702.64,0
3306,Sun,167889.1,0
3307,Jamieson,133122.62,0
3308,Nolan,140454.14,0
3309,Barry,59938.81,0
3310,Saunders,12016.79,0
3311,McMorran,81251.24,0
3312,Phelan,134169.85,0
3313,Fu,94888.6,0
3314,Hotchin,175696.16,1
3315,Aksyonov,96758.58,0
3316,Rossi,128019.48,1
3317,Hughes,146895.36,1
3318,Duncan,139356.3,0
3319,McGarry,2923.61,0
3320,Aksenov,121232.51,0
3321,Akhtar,2053.42,0
3322,Pisani,6382.46,0
3323,Pisano,158750.13,0
3324,McDaniels,74028.36,0
3325,Tennant,44099.75,0
3326,Donaghy,17323.0,1
3327,Todd,175043.69,0
3328,Tobenna,146388.85,1
3329,Vicars,2465.8,0
3330,Chao,47799.15,0
3331,Tien,165562.84,0
3332,Hsing,72927.68,0
3333,Yang,38270.47,0
3334,Walker,120893.07,0
3335,T'ang,188377.21,0
3336,Chukwukere,55902.93,0
3337,Ch'iu,4523.74,1
3338,Pai,102195.16,0
3339,Franklin,60843.09,1
3340,Y?,25548.47,0
3341,Peng,134462.29,0
3342,Otitodilichukwu,132702.64,0
3343,Pagnotto,75698.44,0
3344,Vessels,105642.43,0
3345,Heller,102153.75,0
3346,Donaldson,166677.54,0
3347,Ifeanyichukwu,24218.65,0
3348,Kao,117122.5,0
3349,Dunn,51871.95,1
3350,Calabresi,84321.03,0
3351,Holland,160213.27,0
3352,Calabresi,88695.19,0
3353,Butusov,6123.15,0
3354,Atkinson,167749.54,0
3355,Vasilyeva,71638.0,0
3356,Mollison,198064.52,0
3357,Webb,54914.92,0
3358,Obiajulu,190659.17,1
3359,Aiken,51637.67,0
3360,Brabyn,119333.38,0
3361,Su,127095.14,0
3362,Traeger,93541.14,0
3363,Ekwueme,89289.54,0
3364,Thompson,108762.16,0
3365,Chinwenma,28238.25,1
3366,Tuan,34130.43,0
3367,Tsai,7926.35,1
3368,Liu,27330.27,0
3369,Robinson,79997.14,0
3370,Carr,50213.81,1
3371,Palerma,60920.03,1
3372,Chineze,197699.8,1
3373,Fang,92809.73,0
3374,Simpson,163516.16,0
3375,Moretti,62449.07,1
3376,Hale,115800.1,1
3377,Benson,110359.68,1
3378,Estep,78695.68,0
3379,Mishina,128378.04,0
3380,Abramovich,155248.62,0
3381,Lavrentiev,123499.27,0
3382,Alexeyeva,99920.41,0
3383,T'ang,53289.49,0
3384,Kilgour,67622.34,0
3385,Chin,11783.1,1
3386,Fiorentini,62402.38,0
3387,Lori,186235.98,0
3388,Marchesi,79005.95,0
3389,Sheppard,144870.28,1
3390,Nnanna,95481.0,0
3391,Norris,820.46,0
3392,Vincent,174777.98,0
3393,Bradley,8991.17,0
3394,Bellucci,2797.27,0
3395,Clements,22303.17,0
3396,Knowles,197562.08,0
3397,Chidiebere,23067.97,0
3398,Kelly,190294.12,0
3399,Okwukwe,113167.17,1
3400,Onyemere,124777.14,0
3401,Murphy,124625.08,0
3402,Elliott,49599.27,0
3403,Loggia,151411.5,0
3404,Walsh,122964.18,0
3405,Mahomed,57088.97,0
3406,Dolgorukova,7820.78,0
3407,Bogdanov,149188.41,0
3408,She,134638.97,0
3409,Cook,184980.23,1
3410,Bruno,122373.42,0
3411,Moysey,80215.2,0
3412,Beneventi,14081.64,0
3413,Ferri,199390.45,0
3414,Skinner,7667.48,0
3415,Angel,74965.61,1
3416,Toosey,30583.95,0
3417,Chin,149682.78,0
3418,Lung,92664.09,0
3419,Mellor,138423.1,0
3420,Hassall,3148.2,0
3421,Richardson,197933.5,0
3422,Poninski,37341.17,0
3423,Dore,79577.4,0
3424,Bonham,197602.29,0
3425,Ibezimako,87537.32,0
3426,Hunter,41623.59,0
3427,Bold,168280.95,0
3428,Wan,125986.18,0
3429,Bradley,548.52,1
3430,Tretyakova,96088.54,0
3431,Graham,107787.42,0
3432,Izmailov,20510.79,0
3433,Calabrese,192026.02,0
3434,Valentin,118188.15,0
3435,Osonduagwuike,189540.95,0
3436,Williamson,63736.17,0
3437,Pan,95740.37,0
3438,Carpenter,127939.19,0
3439,McIver,193438.69,0
3440,Trevisan,90655.94,1
3441,Rozhkova,12067.39,0
3442,He,54191.38,0
3443,Moretti,58667.16,1
3444,Fishbourne,35687.43,0
3445,Gibson,14288.93,0
3446,Zikoranachidimma,247.36,0
3447,Palmer,78111.84,1
3448,Chukwueloka,79547.39,0
3449,Real,193266.72,0
3450,Chikelu,105028.46,0
3451,Fiorentini,116106.52,0
3452,Yefimova,53179.21,1
3453,Ball,140947.05,0
3454,Ch'in,171837.06,0
3455,Odell,123437.05,0
3456,Enemuo,197519.66,1
3457,Hunter,183058.51,1
3458,Nepean,22710.72,0
3459,Nwebube,69303.15,0
3460,Enticknap,63705.9,0
3461,Lu,116429.51,0
3462,Ugochukwu,58381.77,0
3463,Mann,177378.66,1
3464,Murphy,35450.53,0
3465,Docherty,164621.43,0
3466,Adams,174435.48,0
3467,Hirst,94047.75,0
3468,Horan,119087.25,0
3469,Cumbrae-Stewart,184800.27,0
3470,Kinney,75035.48,0
3471,T'ang,62703.38,0
3472,Muir,190882.69,0
3473,Toscano,91981.85,1
3474,Wallace,91881.29,0
3475,Fraser,7118.02,0
3476,Iqbal,11710.4,1
3477,Nina,25904.12,0
3478,Chuang,86911.49,0
3479,Ch'ien,10958.18,0
3480,Bruno,5790.9,1
3481,Kennedy,42855.97,0
3482,Lawrence,78915.68,0
3483,Mort,81409.0,0
3484,Goliwe,179252.73,0
3485,Martinez,42171.13,1
3486,Vasilyev,58965.04,0
3487,Black,102681.32,0
3488,Napolitani,125553.52,0
3489,Ch'en,53478.02,0
3490,Sagese,198376.02,1
3491,Fraser,105525.36,0
3492,Hughes,47349.0,0
3493,Giles,178822.32,0
3494,Lacross,72127.83,0
3495,Pisani,163504.33,0
3496,King,190623.02,0
3497,Maughan,140758.07,1
3498,Palerma,132374.41,0
3499,Tochukwu,53949.98,0
3500,Slate,121982.73,0
3501,Ch'ang,136983.77,0
3502,Romani,114371.33,1
3503,Genovese,62389.35,0
3504,Chiebuka,24435.77,0
3505,Liao,10908.33,0
3506,Berry,90977.48,0
3507,Fallaci,81062.93,0
3508,T'an,61230.83,0
3509,Wilkinson,126837.72,0
3510,Palerma,115668.53,0
3511,Lazarev,38819.45,0
3512,Boylan,86994.54,0
3513,Warren,195204.99,0
3514,Trevisani,131301.74,0
3515,Trevisano,100835.19,0
3516,Liao,198969.78,0
3517,Burgess,41542.95,0
3518,Liston,118272.07,0
3519,Thompson,69586.27,1
3520,Milanesi,149629.13,1
3521,Mazure,146680.25,0
3522,Rudduck,132809.18,0
3523,Darwin,28707.69,0
3524,Uvarova,104706.29,0
3525,Buccho,75335.68,0
3526,Gallo,136827.96,0
3527,Tomlinson,139065.94,0
3528,Carr,70179.91,0
3529,Ts'ui,116160.04,0
3530,Coates,83008.49,1
3531,Hickey,188484.52,1
3532,Norton,133699.82,1
3533,Mancini,72172.13,1
3534,Tien,191057.76,0
3535,Stobie,48233.75,0
3536,Drakeford,79178.31,0
3537,Pisani,162347.05,0
3538,Murphy,7611.61,1
3539,Kovalev,88890.05,0
3540,Crawford,63833.09,0
3541,Maclean,78310.04,0
3542,Blackburn,37898.91,0
3543,Bermudez,179521.24,1
3544,Savage,130726.96,0
3545,Wyatt,198714.29,0
3546,Chiemenam,89543.25,0
3547,Shao,2423.9,1
3548,Langdon,180326.83,0
3549,Napolitano,166305.16,1
3550,Kung,29883.63,0
3551,Blackwood,192029.19,0
3552,Marcelo,1710.89,0
3553,Yin,135163.76,1
3554,Storey,84927.42,0
3555,Fomin,149912.28,1
3556,Nkemjika,88206.04,1
3557,Glasgow,163667.56,0
3558,Chen,100153.43,0
3559,Ch'ang,32275.09,1
3560,Evans,65501.91,1
3561,Crotty,189392.66,0
3562,Cocci,116069.24,1
3563,Iroawuchi,139861.53,0
3564,Chia,144184.06,1
3565,Hysell,157888.5,0
3566,Williamson,71911.3,0
3567,Ginikanwa,45033.75,0
3568,Chigolum,150465.93,0
3569,Morley,126381.6,1
3570,Roberts,90189.72,1
3571,Tokareva,122433.09,0
3572,Fleming,123825.83,0
3573,Chinomso,11426.7,0
3574,Compton,114951.42,0
3575,Wan,184636.05,0
3576,Taylor,91055.27,0
3577,Kambinachi,93991.65,0
3578,Chang,116511.12,1
3579,See,190631.23,0
3580,Dyer,199970.74,0
3581,Campbell,139947.17,0
3582,Cremonesi,8816.37,0
3583,Harris,135650.72,1
3584,Threatt,24577.34,0
3585,Lane,131249.46,0
3586,Grave,140126.17,0
3587,Stanley,168219.75,0
3588,McIntosh,171867.08,0
3589,Watts,70613.52,0
3590,Alekseyeva,117946.3,0
3591,Davies,84872.66,0
3592,Matlock,60590.72,1
3593,Fedorova,8444.5,0
3594,Chiedozie,159132.83,0
3595,Marcelo,76998.69,0
3596,Cooper,55835.66,0
3597,McMillan,177524.19,0
3598,Hardy,45985.52,0
3599,Madukwe,60297.72,0
3600,Adamson,194421.12,1
3601,Watt,93568.77,1
3602,Mazzanti,34702.92,0
3603,Mishin,54473.6,1
3604,Feng,113943.17,0
3605,Kang,153727.32,0
3606,Kelly,19116.97,0
3607,Yu,112554.68,0
3608,Bull,47318.75,0
3609,Serra,36690.49,0
3610,Ferguson,106918.67,1
3611,She,194563.65,0
3612,Hamilton,91086.73,0
3613,Nnanna,108008.65,0
3614,Summerville,172363.52,0
3615,Allan,178587.36,1
3616,Tobenna,31907.44,1
3617,Volkova,18922.18,1
3618,Nucci,147222.95,1
3619,Wright,1474.79,0
3620,Astorga,24924.92,0
3621,Pokrovsky,46884.1,0
3622,Mazzanti,128918.42,0
3623,Blesing,105291.26,0
3624,Ku,145381.65,0
3625,Pisani,103792.53,0
3626,Hsueh,71121.04,1
3627,Ricci,52327.57,0
3628,Azubuike,197428.64,0
3629,Nevzorova,83210.84,0
3630,Odili,193099.43,0
3631,Kung,193008.52,0
3632,Lei,157567.37,0
3633,Sheehan,108977.5,0
3634,Kung,147759.84,0
3635,Kelechi,27528.4,0
3636,Anenechi,36479.27,0
3637,McElhone,31726.76,1
3638,Chigbogu,96398.51,0
3639,Atkins,139558.6,1
3640,Colombo,95007.8,0
3641,Tilley,101663.47,0
3642,Sopuluchi,106197.44,0
3643,Udinesi,48466.89,0
3644,Onyekachi,151978.36,0
3645,McCartney,13288.46,1
3646,Thompson,22666.77,1
3647,Onyeoruru,102391.06,0
3648,Shih,67830.2,1
3649,Golibe,92090.36,0
3650,Lucchesi,141023.01,0
3651,Townsend,104222.8,0
3652,Chao,196395.05,0
3653,Shen,6866.31,0
3654,Booth,77737.86,0
3655,Chan,106116.84,0
3656,Yeh,117948.0,1
3657,Badgery,184581.68,0
3658,Hsia,199378.58,1
3659,Zarate,12483.39,1
3660,Congreve,22404.64,0
3661,Hayslett,92887.06,0
3662,Robinson,145157.97,0
3663,Wong,134889.95,1
3664,Nevzorova,109309.29,0
3665,Page,169964.12,0
3666,Quinn,26327.42,0
3667,O'Donnell,55072.93,0
3668,Pisano,68574.88,1
3669,Sinclair,41671.81,0
3670,Loving,12409.01,0
3671,Artemova,68367.18,0
3672,Robertson,74564.41,0
3673,Genovese,26843.76,0
3674,Ugonnatubelum,156774.75,0
3675,Corbett,46019.43,0
3676,Reilly,145411.39,0
3677,Wright,158268.84,0
3678,Vincent,74637.57,0
3679,Carr,28391.52,0
3680,Eiland,144385.54,0
3681,Omeokachie,95181.06,1
3682,Mackenzie,15627.51,0
3683,Pinto,148477.57,1
3684,Gardener,79957.95,0
3685,Fang,102763.69,0
3686,Cattaneo,129654.22,0
3687,Labrador,40652.33,0
3688,Dettmann,178291.09,0
3689,Gibson,131906.44,0
3690,Hope,118607.4,0
3691,Ives,13848.58,0
3692,Greece,170903.4,0
3693,Omeokachie,13161.66,1
3694,Mao,79304.38,1
3695,Savage,121402.53,0
3696,Brierly,23305.01,0
3697,Docherty,74510.65,0
3698,McDonald,55601.44,0
3699,Rapuokwu,134526.87,0
3700,Bergamaschi,195424.01,0
3701,Manfrin,59563.49,0
3702,Bergamaschi,34595.58,0
3703,MacDonald,60036.99,1
3704,Lees,193021.49,0
3705,Senior,48108.72,0
3706,Nwokezuike,79082.76,0
3707,Ekwueme,37914.12,0
3708,Garmon,74593.84,0
3709,Enyinnaya,82967.97,1
3710,Chizuoke,193441.23,0
3711,Hyde,191790.29,1
3712,Cameron,92455.96,0
3713,Lord,155231.55,0
3714,Biryukova,9217.92,0
3715,Carpenter,87941.85,1
3716,Lorenzo,187508.06,0
3717,Madukwe,171519.06,0
3718,Hutcheon,27012.0,0
3719,Sleeman,70916.0,1
3720,Milne,73073.68,0
3721,Williamson,88783.59,0
3722,Bruno,145524.36,0
3723,Palerma,21333.22,0
3724,Wang,46675.51,1
3725,Onyemere,4802.25,0
3726,Dawson,102975.72,1
3727,Nebechukwu,175071.29,1
3728,Bateman,131970.86,0
3729,Lord,14174.09,0
3730,Loggia,15378.75,0
3731,Graham,179797.79,1
3732,Dean,93917.68,1
3733,Jarvis,99490.01,0
3734,Haugh,46415.09,0
3735,Micklem,151815.76,0
3736,Bennett,14865.05,0
3737,Roberts,188007.99,0
3738,Onyekaozulu,98175.74,0
3739,Kegley,106851.7,0
3740,Manna,75204.21,0
3741,Thompson,141872.05,1
3742,Romano,7103.71,0
3743,Brown,9241.83,1
3744,Su,149517.71,1
3745,Mackay,196079.32,0
3746,Watt,166165.93,1
3747,Milani,55724.24,0
3748,Hsu,131768.98,0
3749,Valenzuela,13858.95,0
3750,Sung,82774.07,0
3751,Lo,55389.59,0
3752,Giordano,82336.73,0
3753,Connolly,163225.48,0
3754,Bellucci,135536.72,0
3755,Jamieson,82422.97,0
3756,Fomina,194660.78,0
3757,Aksenov,55347.28,0
3758,Turnbull,16717.11,1
3759,Dixon,160277.65,0
3760,White,175905.97,0
3761,Long,66040.83,0
3762,Han,92198.05,0
3763,Belov,134625.09,1
3764,MacDonald,50974.57,0
3765,Parsons,171922.72,0
3766,Cross,83058.14,0
3767,Milanesi,188382.77,0
3768,Lombardo,198030.24,0
3769,Collins,1055.66,0
3770,Alexeieva,133173.19,0
3771,Cullen,189875.83,0
3772,Johnson,31802.92,0
3773,Rudd,132649.85,0
3774,Findlay,53067.83,1
3775,Mai,961.57,0
3776,Morrison,71333.44,0
3777,Monaldo,16658.76,0
3778,Gidney,74878.22,0
3779,Sagese,112104.55,0
3780,Wall,48421.4,1
3781,Dalton,170320.58,0
3782,Hsing,37688.31,1
3783,Warner,136592.24,1
3784,Williams,48640.77,0
3785,Dunn,89773.45,0
3786,Kerr,42131.26,1
3787,Marchesi,186523.72,1
3788,Endrizzi,41758.9,0
3789,King,199256.98,0
3790,Griffiths,153482.91,1
3791,Hartzler,21177.1,0
3792,Chukwudi,138743.86,0
3793,Denisov,25881.0,1
3794,Endrizzi,66469.2,0
3795,Baresi,142670.61,0
3796,Nnachetam,103563.23,0
3797,Lambert,69101.23,1
3798,Game,59475.35,0
3799,Chinagorom,135287.74,0
3800,Noble,38773.74,0
3801,Haynes,138396.32,0
3802,Cattaneo,110718.02,0
3803,Yobanna,118545.49,1
3804,Fraser,123207.17,0
3805,Rhodes,99984.86,0
3806,Jimenez,58332.91,0
3807,Pharr,50906.65,0
3808,Jerger,127623.36,0
3809,McIntyre,169665.79,0
3810,Onio,194144.45,0
3811,Tomlinson,35673.42,0
3812,Onuoha,177397.49,0
3813,Panicucci,159677.46,0
3814,Piccio,153566.97,0
3815,Ramsden,52411.99,0
3816,Vorobyova,79222.02,0
3817,Todd,32589.89,1
3818,Cremonesi,93777.61,0
3819,Bradley,112549.99,1
3820,Stanley,191063.36,0
3821,Jowett,153810.41,0
3822,Yefremova,105886.77,0
3823,Wilson,96131.47,0
3824,Abramovich,15120.86,0
3825,Venables,16989.77,0
3826,Monnier,143133.18,0
3827,Hsieh,93336.93,1
3828,Gadsden,9972.64,0
3829,Ni,30579.82,0
3830,Chibueze,199775.67,0
3831,Chinwemma,179908.71,0
3832,Kang,101667.0,0
3833,Kuo,171430.16,0
3834,Ositadimma,112973.34,0
3835,Smith,190746.38,0
3836,Okwudilichukwu,187689.91,1
3837,Porter,153229.19,0
3838,Kung,14217.77,1
3839,Trevisano,64849.74,1
3840,Naylor,160122.66,1
3841,Ponomarev,138160.11,1
3842,Udinese,64286.39,0
3843,Aliyeva,80178.54,1
3844,Bailey,101319.76,0
3845,Jackson,92794.61,0
